Keyword,Reason,Analysis,AU,BR,CA,DE,ES,EU,FR,IT,JP,MX,NL,SE,UAE,UK,US
Aristolochia,Int'l - Canada prohibits,"Aristolochia is flagged under California Proposition 65 due to potential health risks. Products containing this ingredient must include proper indications if sold in the US. Additionally, it is prohibited in Canada, reflecting its restricted status in multiple regions.",,,YES,,,,,,,,,,,,
Aristolochia species,Int'l - UK prohibits,"This keyword is flagged because the UK prohibits the use of Aristolochia species due to the presence of harmful aristolochic acids. The restriction is specific to the UK, as indicated by the country code.",,,,,,,,,,,,,,YES,
Aristolochia spp.,Int'l Brazil - Prohibited Ingredient,"In Brazil, Aristolochia spp. are prohibited due to the presence of aristolochic acids, which are linked to severe health issues. The restriction is specific to Brazil, as indicated by the 'BR' country code.",,YES,,,,,,,,,,,,,
aristolochic acid,Int'l - Canada prohibits,"The UK also prohibits aristolochic acid for similar health concerns as Canada, including its carcinogenic properties. The restriction is specific to the UK, as indicated by the 'UK' country code.",,,YES,,,,,,,,,,,,
aristolochic acid,Int'l - UK prohibits,"The UK also prohibits aristolochic acid for similar health concerns as Canada, including its carcinogenic properties. The restriction is specific to the UK, as indicated by the 'UK' country code.",,,,,,,,,,,,,,YES,
Arousal,"Sexual enhancement claim. Amazon will require the verification of this product through a third-party Testing, Inspection, and Certification.","The keyword 'Arousal' is flagged due to its sexual enhancement claims, which require verification through third-party testing in the US. This indicates a need for compliance with specific safety and efficacy standards before the product can be marketed.",,,,,,,,,,,,,,,YES
Arsenic,"Int'l - Canada Restrictions - <0.14 µg/kg b.w./day (including salts and derivatives, compounds and oxides)","In the EU, arsenic is flagged as a prohibited supplement product, reflecting stringent regulations to prevent exposure to this toxic element in dietary supplements.",,,YES,,,,,,,,,,,,
Arsenic,Other Prohibited Supplement Products,"In the EU, arsenic is flagged as a prohibited supplement product, reflecting stringent regulations to prevent exposure to this toxic element in dietary supplements.",,,,,,YES,,,,,,,,,
Arsenic (including salts and derivatives),Int'l - UK prohibits,"The UK prohibits arsenic, including its salts and derivatives, indicating a complete ban due to the significant health risks associated with arsenic exposure. This reflects the UK's strict regulatory stance on toxic substances.",,,,,,,,,,,,,,YES,
Arsenic (inorganic arsenic compounds),Other Prohibited Supplement Products,"This keyword is flagged due to its classification as a prohibited supplement product in the EU. Inorganic arsenic compounds are known for their toxicity and potential health risks, leading to strict regulations.",,,,,,YES,,,,,,,,,
Arsenic (inorganic oxides),Other Prohibited Supplement Products,"Similar to inorganic arsenic compounds, inorganic oxides of arsenic are prohibited in the EU due to their harmful effects on health, necessitating their restriction in supplement products.",,,,,,YES,,,,,,,,,
Arsenic acid,Int'l - Canada Restrictions - <0.14 µg/kg b.w./day,"Arsenic acid is restricted in Canada with a specific limit of less than 0.14 µg/kg body weight per day due to its toxicity. The UK outright prohibits its use, reflecting stringent safety measures to protect public health.",,,YES,,,,,,,,,,,,
Arsenic acid,Int'l - UK prohibits,"Arsenic acid is restricted in Canada with a specific limit of less than 0.14 µg/kg body weight per day due to its toxicity. The UK outright prohibits its use, reflecting stringent safety measures to protect public health.",,,,,,,,,,,,,,YES,
arsenic disulfide,Int'l - Canada Restrictions - <0.14 µg/kg b.w./day,"In Canada, arsenic disulfide is subject to restrictions similar to arsenic acid, with a focus on limiting exposure to toxic levels. The UK prohibits its use entirely, indicating a zero-tolerance policy for arsenic compounds.",,,YES,,,,,,,,,,,,
arsenic disulfide,Int'l - UK prohibits,"In Canada, arsenic disulfide is subject to restrictions similar to arsenic acid, with a focus on limiting exposure to toxic levels. The UK prohibits its use entirely, indicating a zero-tolerance policy for arsenic compounds.",,,,,,,,,,,,,,YES,
arsenic trioxide,Int'l - Canada Restrictions - <0.14 µg/kg b.w./day,"Arsenic trioxide is restricted in Canada under the same guidelines as other arsenic compounds, with a focus on minimizing exposure. The UK prohibits its use, highlighting the compound's high toxicity and potential health risks.",,,YES,,,,,,,,,,,,
arsenic trioxide,Int'l - UK prohibits,"Arsenic trioxide is restricted in Canada under the same guidelines as other arsenic compounds, with a focus on minimizing exposure. The UK prohibits its use, highlighting the compound's high toxicity and potential health risks.",,,,,,,,,,,,,,YES,
Arsenicum album,Int'l - Canada Restrictions - <0.14 µg/kg b.w./day,"In Canada, Arsenicum album is restricted to ensure that exposure remains below toxic levels. The UK prohibits its use, reflecting concerns over its safety and potential health impacts.",,,YES,,,,,,,,,,,,
Arsenicum album,Int'l - UK prohibits,"In Canada, Arsenicum album is restricted to ensure that exposure remains below toxic levels. The UK prohibits its use, reflecting concerns over its safety and potential health impacts.",,,,,,,,,,,,,,YES,
arsine gas,Int'l - Canada Restrictions - <0.14 µg/kg b.w./day,"Arsine gas is flagged due to its toxic nature and specific restrictions in Canada and the UK. In Canada, the exposure limit is set at less than 0.14 µg/kg body weight per day, while the UK has a complete prohibition on its use.",,,YES,,,,,,,,,,,,
arsine gas,Int'l - UK prohibits,"Arsine gas is flagged due to its toxic nature and specific restrictions in Canada and the UK. In Canada, the exposure limit is set at less than 0.14 µg/kg body weight per day, while the UK has a complete prohibition on its use.",,,,,,,,,,,,,,YES,
Artemisia absinthium,Int'l - UK prohibits,"This plant, commonly known as wormwood, is prohibited in the UK due to its potential toxic effects and historical use in absinthe, which has been associated with health risks.",,,,,,,,,,,,,,YES,
Artemisia maritima,Int'l - UK prohibits,"Similar to other Artemisia species, Artemisia maritima is prohibited in the UK, possibly due to concerns over its safety and potential toxic effects.",,,,,,,,,,,,,,YES,
Artemisinine,Int'l - UK prohibits,"Artemisinine, a compound derived from Artemisia annua, is prohibited in the UK. Despite its use in malaria treatment, regulatory concerns may arise from its potency and potential side effects.",,,,,,,,,,,,,,YES,
"Asarum, all species",Int'l - Canada prohibits,"In the UK, this keyword is also prohibited, indicating regulatory restrictions on the sale or promotion of Asarum species.",,,YES,,,,,,,,,,,,
"Asarum, all species",Int'l - UK prohibits,"In the UK, this keyword is also prohibited, indicating regulatory restrictions on the sale or promotion of Asarum species.",,,,,,,,,,,,,,YES,
Asclepias curassavica,Int'l Brazil - Prohibited Ingredient,This keyword is prohibited in Brazil due to its classification as a prohibited ingredient. Listings containing this term may face regulatory issues in the Brazilian market.,,YES,,,,,,,,,,,,,
ashwagandha,Banned substance in Brazil & Japan (see legit script),Ashwagandha is banned in Brazil and Japan due to regulatory restrictions on certain substances. This keyword is flagged to ensure compliance with local laws in these countries.,,YES,,,,,,,,,,,,,
ashwagandha,Banned substance in Brazil & Japan (see legit script),Ashwagandha is banned in Brazil and Japan due to regulatory restrictions on certain substances. This keyword is flagged to ensure compliance with local laws in these countries.,,,,,,,,,YES,,,,,,
Asian Blue Cohosh,Int'l - UK prohibits,"Asian Blue Cohosh is prohibited in the UK, likely due to safety concerns or regulatory standards. This keyword is flagged to prevent non-compliance with UK regulations.",,,,,,,,,,,,,,YES,
Aspartine,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 5320 mg,Aspartine is flagged in Brazil due to a restriction on its maximum allowable dose. This ensures that products containing Aspartine comply with Brazilian health regulations.,,YES,,,,,,,,,,,,,
Aspergillus fumigates,Int'l Brazil - Prohibited Ingredient,"This keyword is flagged as a prohibited ingredient in Brazil. Aspergillus fumigatus is a type of fungus that can cause infections, particularly in individuals with weakened immune systems. Its use in products is restricted due to potential health risks.",,YES,,,,,,,,,,,,,
Aspergillus nidulans,Int'l Brazil - Prohibited Ingredient,"Similar to Aspergillus fumigatus, Aspergillus nidulans is flagged as a prohibited ingredient in Brazil. This fungus is known for its role in scientific research but may pose health risks if used in consumer products.",,YES,,,,,,,,,,,,,
Aspergillus niger,Int'l Brazil - Prohibited Ingredient,"Aspergillus niger is flagged as a prohibited ingredient in Brazil. While commonly used in industrial applications, its presence in consumer products is restricted due to potential allergenic and toxic effects.",,YES,,,,,,,,,,,,,
Aspergillus sydowi,Int'l Brazil - Prohibited Ingredient,"This keyword is flagged as a prohibited ingredient in Brazil. Aspergillus sydowii is a fungus that can produce mycotoxins, which are harmful to human health, leading to its restriction.",,YES,,,,,,,,,,,,,
Aspergillus terréus,Int'l Brazil - Prohibited Ingredient,"Aspergillus terreus is flagged as a prohibited ingredient in Brazil. Known for producing the drug lovastatin, it can also produce harmful mycotoxins, necessitating its restriction in consumer products.",,YES,,,,,,,,,,,,,
Aspirin,Prohibited Ingredient - Pharmacy medicines must be sold by a licensed pharmacist (P),"Aspirin, a common pharmaceutical, is prohibited in Japan, likely due to specific regulatory standards or safety concerns. This emphasizes the need for compliance with local pharmaceutical regulations.",,,,,,YES,,,,,,,,,
Aspirin,Prohibited Ingredient - Pharmacy medicines must be sold by a licensed pharmacist (P),"Aspirin, a common pharmaceutical, is prohibited in Japan, likely due to specific regulatory standards or safety concerns. This emphasizes the need for compliance with local pharmaceutical regulations.",,,,,,,,,,,,,,YES,
Astaxanthin,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 6 mg,Astaxanthin is flagged in Brazil due to a regulation that limits its maximum allowed dose to 6 mg. This restriction is likely in place to ensure consumer safety and prevent potential adverse effects.,,YES,,,,,,,,,,,,,
Astragali Radix,Int'l - All of EU - Prohibited Ingredient,Astragali Radix is flagged as a prohibited ingredient across the European Union. This indicates that products containing this ingredient cannot be marketed or sold in the EU due to safety or regulatory concerns.,,,,,,YES,,,,,,,,,
Astragalo,Int'l Italy - prohibited ingredient,"In Italy, Astragalo is flagged as a prohibited ingredient. This suggests that the ingredient is not allowed in products sold within Italy, likely due to health or safety regulations.",,,,,,,,YES,,,,,,,
Astragalus,The roots of Astragalus membranaceus have been used in food supplements before 15 May 1997. Concerns lie with the root extract of Astragalus membranaceus.,"Astragalus is prohibited in Japan, possibly due to its traditional medicinal use and potential interactions. Adhering to local regulations is essential for ensuring product safety and compliance.",,,,,,YES,,,,,,,,,
Astragalus,The roots of Astragalus membranaceus have been used in food supplements before 15 May 1997. Concerns lie with the root extract of Astragalus membranaceus.,"Astragalus is prohibited in Japan, possibly due to its traditional medicinal use and potential interactions. Adhering to local regulations is essential for ensuring product safety and compliance.",,,,,,,,YES,,,,,,,
Astragalus membranaceus,The roots of Astragalus membranaceus have been used in food supplements before 15 May 1997. Concerns lie with the root extract of Astragalus membranaceus.,"Astragalus membranaceus is a traditional Chinese medicinal herb known for its immune-boosting properties. However, it is prohibited in Japan, possibly due to regulatory concerns over its safety or efficacy.",,,,,,,,YES,,,,,,,
Astragalus membranaceus,Novel Food details: food safe in supplements at a Maximum daily intake of 35 mg/day. Must have a statement that should not be consumed by the population under 18 years of age and by pregnant women.,"Astragalus membranaceus is a traditional Chinese medicinal herb known for its immune-boosting properties. However, it is prohibited in Japan, possibly due to regulatory concerns over its safety or efficacy.",,,,,,,,,,,,,,YES,
Astragalus root extract,Prohibited ingredient - unregistered novel food & Amazon.it notified 10/20/2020 - Supplements,The Astragalus root extract is flagged as a prohibited ingredient in the EU due to its status as an unregistered novel food. This indicates regulatory concerns about its safety or approval status.,,,,,,YES,,,,,,,,,
